id,nombre,tipo,tipo_normalizado,nom_mapa,sede,direccion,telefono,e_mail,facebook,web,actividades,instalaciones,calle,altura,direccion_normalizada,barrio,comuna,long,lat
86,JUVENTUD DE LINIERS,CLUB DE BARRIO,club_de_barrio,Juventud De Liniers,UNICA,Montiel 1174,4641-9295,,Juventud de Liniers,www.juventuddeliniers.org.ar,"Futbol infantil, patín artístico, gimnasia artística, taekwondo, gimnasia damas, yoga, kick boxing sistema ruso y danza. Actividades culturales.",cancha - salon,MONTIEL,1174,MONTIEL 1174,Liniers,Comuna 9,-58.524750,-34.652003
205,JUVENTUD UNIDA,CLUB DE BARRIO,club_de_barrio,Juventud Unida,,Iriarte 3276,4301-2541,,,,"artes marciales, gimnasia, handbol, futsal",1 gimnasio,"IRIARTE, GRAL. AV.",3276,"IRIARTE, GRAL. AV. 3276",Barracas,Comuna 4,-58.393918,-34.651530
163,JUVENTUD UNIDA DE VILLA SOLDATI,CLUB DE BARRIO,club_de_barrio,Juventud Unida De Villa Soldati,UNICA,Av. Intendente Rabanal 2821,S/T,,,,"baby, bochas, taekwondo",,"RABANAL, FRANCISCO, INTENDENTE AV.",2821,"RABANAL, FRANCISCO, INTENDENTE AV. 2821",Villa Soldati,Comuna 8,-58.435268,-34.662467
33,KANAIMA ASOCIACION CIVIL,CLUB DE BARRIO,club_de_barrio,Kanaima Asociacion Civil,,Agrelo 3356,4932-9926,kanaima_org@yahoo.com.ar,,,"baby, gimnasia, teatro, tango",cancha - salon,AGRELO,3356,AGRELO 3356,Almagro,Comuna 5,-58.413543,-34.618222
57,KIMBERLEY,CLUB DE BARRIO,club_de_barrio,Kimberley,UNICA,Joaquin V.Gonzalez 3238,4502-9888,,,,"patin artistico, futsal, baby,",salon - cancha,"GONZALEZ, JOAQUIN V.",3238,"GONZALEZ, JOAQUIN V. 3238",Villa Devoto,Comuna 11,-58.505007,-34.603749
98,LA EMILIANA,CLUB DE BARRIO,club_de_barrio,La Emiliana,UNICA,Terrada 4243,4571-1271,clublaemiliana@yahoo.com.ar,CLUB LA EMILIANA,,"Juegos de salón, boxeo, defensa personal, taekwondo, full contact, karate, patín, gimnasia rítmica, gimnasia para adultos, folklore, tango, ajedrez. Actividades culturales.",salon - cancha de bochas,TERRADA,4243,TERRADA 4243,Villa Pueyrredon,Comuna 12,-58.497990,-34.588896
114,LA FLORESTA,CLUB DE BARRIO,club_de_barrio,La Floresta,UNICA,Avellaneda 3885,4671-7851 / 4626,clublafloresta@hotmail.com,,,"Gimnasia femenina, artes marciales, tango, natación, yoga, ajedrez Escuela de fútbol. Actividades culturales.",biblioteca - cancha - salones -  natatorio,AVELLANEDA AV.,3885,AVELLANEDA AV. 3885,Floresta,Comuna 10,-58.483426,-34.629352
166,LAURELES ARGENTINOS,CLUB DE BARRIO,club_de_barrio,Laureles Argentinos,UNICA,Laureles Argentinos 5056,4639-4785,laurelesargentinos@hotmail.com    -   laurelesargentinos@live.com.ar,Laureles Argentinos,,"Baby, patin, taekwondo, salsa, merengue y folklore",1 salon y 1 cancha,LAURELES ARGENTINOS,5056,LAURELES ARGENTINOS 5056,Villa Devoto,Comuna 11,-58.515138,-34.616472
186,LAWN TENNIS,CLUB,club,Lawn Tennis,UNICA,Olleros 1510,4772-0183,secretaria@baltc.net,"Buenos Aires Lawn Tennis Club
Organización sin fines de lucro",www.baltc.net,"Fútbol, natación, tenis, gimnasio, escuela de tenis, bridge, escuela argentina de árbitros de tenis.",1 gimnasio-3 salones-1 natatorio-1 cancha de fútbol para 7 jugadores - 20 canchas de tenis incluyendo estadio central con capacidad para 4800 espectadores - estacionamiento.,OLLEROS AV.,1510,OLLEROS AV. 1510,Palermo,Comuna 14,-58.433333,-34.560985
138,LIGA AMATEUR DE FUTBOL DE FLORES ASOCIACION CIVIL,CLUB DE BARRIO,club_de_barrio,Liga Amateur De Futbol De Flores Asociacion Civil,UNICA,Av. Castañares 4125,4602-0711,info@laff.com.ar,LIGA AMATEUR FUTBOL FLORES,www.laff.com.ar,"Fútbol 11, escuela de fútbol.",4 canchas,CASTAÑARES AV.,4125,CASTAÑARES AV. 4125,Villa Lugano,Comuna 8,-58.465646,-34.661191
51,LINIERS CLUB,CLUB DE BARRIO,club_de_barrio,Liniers Club,UNICA,Palmar 7035,4644-7651  4641-0532,,,,"Natación, Acquagym, Pileta libre, Escuelita de fútbol, Gimnasio de complementos, Zumba, Gimnasia artística, Patín, Boxeo, Basquet, Sipalki, Taekwondo y Pilates","natatorios, salones, cancha, gimnasio",PALMAR,7035,PALMAR 7035,Liniers,Comuna 9,-58.525492,-34.643683
220,LOMAS DE LUGANO SOCIAL CLUB,CLUB DE BARRIO,club_de_barrio,Lomas De Lugano Social Club,,Albariño 3619,4638-9859,,,,"tango, coro, baby, artes marciales",2 salones - 1 cancha,ALBARIÑO,3619,ALBARIÑO 3619,Villa Lugano,Comuna 8,-58.470218,-34.670926
47,LOS AMIGOS DE VILLA LURO,CLUB DE BARRIO,club_de_barrio,Los Amigos De Villa Luro,,Ramon L. Falcon 5176,4683-4740,,AVL NATACION AVL FUTBOL,www.amigosdevillaluro.com.ar,"Fútbol infantil, Futsal, Fútbol femenino, Taekwondo (ITF y WTF), Vóley, Patín artístico, Gimnasia artística, Básquet infantil, Hándbol, Escuela de danzas, Ajedrez, Folklore. Natatorio climatizado y Gimnasio de musculación. Actividades culturales.",biblioteca - canchas - salones - natatorio,"FALCON, RAMON L.,CNEL.",5176,"FALCON, RAMON L.,CNEL. 5176",Villa Luro,Comuna 10,-58.500226,-34.638864
115,LUGANO FOOTBALL CLUB,CLUB DE BARRIO,club_de_barrio,Lugano Football Club,UNICA,Lisandro de la Torre 4640,4605-6153,,,,"Boxeo, Kick boxing, Taekwondo, Salsa, Danza clásica, Tap, Jazz, Gimnasia rítmica, Hip hop y Pilates sobre piso.Actividades culturales.",salones,"DE LA TORRE, LISANDRO",4640,"DE LA TORRE, LISANDRO 4640",Villa Lugano,Comuna 8,-58.474055,-34.683424
221,LUGANO TENNIS CLUB,CLUB,club,Lugano Tennis Club,,Murguiondo 3915,4602-2019,luganotennisclub@hotmail.com,,,"baby, patin, handbol, taekwondo, karate, teatro,",4 canchas (1 de pelota-paleta) - 2 salones - 1 natatorio,MURGUIONDO,3915,MURGUIONDO 3915,Villa Lugano,Comuna 8,-58.479224,-34.674362
286,MADRE DEL PUEBLO,CLUB DE BARRIO,club_de_barrio,Madre Del Pueblo,UNICA,MANZANA 3 CASA 1 VILLA 1-11-14,,solcaacupe@hotmail.com,C A MADRE DEL PUEBLO,,"Hockey, fútbol, natación, patín artístico, rugby, atletismo, ajedrez, fútbol femenino, voley. Actividades culturales.",Sede Madre del Pueblo - Manzana 3 casa 1: Cancha de fútbol 7 (uso comunitario barrial) - Secretaria del Club - Salón Multiuso. Sede San Antonio - Manzana 31 casa 31: Cancha de fútbol 5 (uso comunitario barrial) - Salón Multiuso. Sede Virgen de Itati - Manzana 13 casa 82: Cancha de fútbol 5 (uso comunitario barrial) - Salón Multiuso. Sede Virgen de Copacabana - (Barrio Charrua. Calle Charrua e Itaqui): Cancha de fútbol 5  (uso comunitario barrial) - Salón Multiuso. ,Moreno Perito Av,1800,"MORENO, PERITO AV. 1800",Flores,Comuna 7,-58.432917,-34.650451
117,MANUEL BELGRANO,CLUB DE BARRIO,club_de_barrio,Manuel Belgrano,SEDE SOCIAL EN CABA Y ANEXO EN ESCOBAR,Crisologo Larralde 5255,4541-1551,administracion@clubmanuelbelgrano.com.ar,Club Manuel Belgrano - Rugby & Hockey,www.clubmanuelbelgrano.com.ar,hockey - rugby,canchas - salones,"LARRALDE, CRISOLOGO AV.",5255,"LARRALDE, CRISOLOGO AV. 5255",Saavedra,Comuna 12,-58.494903,-34.562726
184,MARIANO ACOSTA,CLUB DE BARRIO,club_de_barrio,Mariano Acosta,UNICA,Mariano Acosta 1544,4612-4412,sfmacosta@yahoo.com.ar,,,"Patín, ajedrez, tango, danzas árabes, gimnasia femenina, baby fútbol, Kick Boking, Taekwondo, peñas de tango y folklore. Actividades culturales.",1 cancha - 1 salon de usos múltiples en el primer piso - Gimnasio cubierto (de 18 metros por 2S metros) para variadas disciplinas. Buffet - Baño para personas con movilidad reducida (en la planta baja).,"ACOSTA, MARIANO",1544,"ACOSTA, MARIANO 1544",Parque Avellaneda,Comuna 9,-58.465375,-34.647303
96,MARIANO MORENO,CLUB DE BARRIO,club_de_barrio,Mariano Moreno,UNICA,Gral Ramon Freire 3151,5354-5332,info@clubmarianomoreno.org.ar,Club Mariano Moreno - Ajedrez,www.clubmarianomoreno.org.ar,"ajedrez, juegos de mesa, bIllar",salon,"FREIRE, RAMON, CAP. GRAL.",3151,"FREIRE, RAMON, CAP. GRAL. 3151",Coghlan,Comuna 12,-58.472218,-34.557168
73,NAUTICO BOUCHARDO,CLUB,club,Nautico Bouchardo,SEDE NUÑEZ (TIENEN OTRA SEDE EN SAN ISIDRO),Comodoro Rivadavia  1250,4702-9970 / 9837,administracion@cnb.org.ar    -    secretaria@cnb.org.ar,"Club Náutico Buchardo - Sede Núñez
Club deportivo",www.cnb.org.ar,"Tenis, fútbol, voley, básquet, gimnasia. Vela. Actividades culturales.",Juegos de mesa. Cine debate.,"RIVADAVIA MARTIN, COMODORO",1250,"RIVADAVIA MARTIN, COMODORO 1250",Nuñez,Comuna 13,-58.459851,-34.538272
45,NUESTRO BUENOS AIRES CANBA,CLUB DE BARRIO,club_de_barrio,Nuestro Buenos Aires Canba,UNICA,San Blas 4577,4567-4439 / 4648-3577,,,,"baby fútbol, patin, voley",cancha - salon,SAN BLAS,4577,SAN BLAS 4577,Velez Sarsfield,Comuna 10,-58.499332,-34.623187
171,NUEVA CHICAGO,CLUB,club,Nueva Chicago,ANEXO ESTADIO,Justo Suárez 6900,,,Pileta de Nueva Chicago / Mundo Chicagoo,www.mundochicago.com.ar,"Fútbol, hockey, baby, futsal, fútbol femenino, básquet, voley, patin artístico, gimnasia, artes marciales, natación, arabe, tango, ajedrez. Colonia de vacaciones.","salones, canchas y natatorio climatizado","SUAREZ, JUSTO ANTONIO",6900,"SUAREZ, JUSTO ANTONIO 6900",Mataderos,Comuna 9,-58.500479,-34.667528
170,NUEVA CHICAGO,CLUB,club,Nueva Chicago,CENTRAL SEDE SOCIAL,Lisandro de la Torre 2288,4687-2538/1673,,Pileta de Nueva Chicago / Mundo Chicagoo,www.mundochicago.com.ar,"Fútbol, hockey, baby, futsal, fútbol femenino, básquet, voley, patin artístico, gimnasia, artes marciales, natación, arabe, tango, ajedrez. Colonia de vacaciones.","salones, canchas y natatorio climatizado","DE LA TORRE, LISANDRO AV.",2288,"DE LA TORRE, LISANDRO AV. 2288",Mataderos,Comuna 9,-58.501829,-34.661187
162,OBRAS SANITARIAS NACION,CLUB,club,Obras Sanitarias Nacion,CENTRAL,Av. Libertador 7395,4702-4655/9467,secretariaclub@clubosn.com.ar,Club Obras,www.clubosn.com.ar,"ESCUELAS DEPORTIVAS (Basquet, Natación, Hockey, Juegos-efi, Ajedrez (segundo deporte del Club), Taekwondo, Fútbol, Nado sincronizado, Tenis de mesa) - Basquet FEDERATIVO (minibasquet, premini-infantiles, sub15, sub17, sub19, sub23, primera, liga nacional, veteranos) , Rugby, Natación, Voley (veteranos). Colonia de vacaciones",canchas de tenis - microestadio - cancha de voley - cancha de basquet - gimnasio - natatorio,DEL LIBERTADOR AV.,7395,DEL LIBERTADOR AV. 7395,Nuñez,Comuna 13,-58.458245,-34.545782
161,OBRAS SANITARIAS NACION,CLUB,club,Obras Sanitarias Nacion,ANEXO SOCIAL (SPORTCLUB),Paraguay 2060,4702-4655/9467,secretariaclub@clubosn.com.ar,Club Obras,www.clubosn.com.ar,"ESCUELAS DEPORTIVAS (Basquet, Natación, Hockey, Juegos-efi, Ajedrez (segundo deporte del Club), Taekwondo, Fútbol, Nado sincronizado, Tenis de mesa) - Basquet FEDERATIVO (minibasquet, premini-infantiles, sub15, sub17, sub19, sub23, primera, liga nacional, veteranos) , Rugby, Natación, Voley (veteranos). Colonia de vacaciones",canchas de tenis - microestadio - cancha de voley - cancha de basquet - gimnasio - natatorio,PARAGUAY,2060,PARAGUAY 2060,Recoleta,Comuna 2,-58.396576,-34.598686
199,ORGANIZACION HEBREA ARGENTINA MACABI,CLUB,club,Organizacion Hebrea Argentina Macabi,,Tucuman 3135,4963-8783,secretaria.general@macabi.com.ar,,,"voley, basquet, patin, handbol, natacion, otros",,TUCUMAN,3135,TUCUMAN 3135,Balvanera,Comuna 3,-58.409640,-34.600716
80,ORGANIZACION INDEPENDIENTE DEL DEPORTE ASOCIACION CIVIL,CLUB DE BARRIO,club_de_barrio,Organizacion Independiente Del Deporte Asociacion Civil,UNICA,Pedro Moran 4801,4568-5871,,,,patin,canchas,"MORAN, PEDRO",4801,"MORAN, PEDRO 4801",Villa Devoto,Comuna 11,-58.520281,-34.607544
103,PACIFICO,CLUB DE BARRIO,club_de_barrio,Pacifico,UNICA,Santo Tome 3823,4567-2791,clubpacifico12deoctubre@gmail.com,,,"Baby fútbol, voley, Gimnasia Deportiva, futsal, Artes Marciales, Ajedrez, Capoeira.",salones - cancha - biblioteca,SANTO TOME,3823,SANTO TOME 3823,Villa Del Parque,Comuna 11,-58.497673,-34.610877
149,PALERMO,CLUB DE BARRIO,club_de_barrio,Palermo,UNICA,Fitz  Roy 2238,4771-0328/ 4778-1419,,,,"baby fútbol, voley, basquet, artes
marciales, arqueria",2 canchas - 3 salones,FITZ ROY,2238,FITZ ROY 2238,Palermo,Comuna 14,-58.431584,-34.579946
121,PAMPERO,CLUB DE BARRIO,club_de_barrio,Pampero,UNICA,Larrazabal 3035,4604-4500,,CLUB PAMPERO,www.clubpampero.com.ar,"Baby, artes marciales, tango, folklore y patin artistico. Boxeo.",cancha - salon,LARRAZABAL,3035,LARRAZABAL 3035,Villa Lugano,Comuna 8,-58.483674,-34.667514
127,PARQUE DE LOS PATRICIOS,CLUB DE BARRIO,club_de_barrio,Parque De Los Patricios,ANEXO,Constitución 2827,4308-2925,clubparquedelospatricios@yahoo.com.ar,,,"Taekwondo, patin, voley, fútbol, FAFI, FEFUTIN, danza, gimnasia adultos.",cancha - salon,CONSTITUCION,2827,CONSTITUCION 2827,San Cristobal,Comuna 3,-58.404359,-34.626770
126,PARQUE DE LOS PATRICIOS,CLUB DE BARRIO,club_de_barrio,Parque De Los Patricios,CENTRAL,Alberti  2135,4308-2925,clubparquedelospatricios@yahoo.com.ar,,,"Taekwondo, patin, voley, fútbol, FAFI, FEFUTIN, danza, gimnasia adultos.",cancha - salon,ALBERTI,2135,ALBERTI 2135,Parque Patricios,Comuna 4,-58.397788,-34.634893
150,PARQUE TELMO,CLUB DE BARRIO,club_de_barrio,Parque Telmo,UNICA,Cochabamba 311,4300-5834/8664,,A.C.PARQUE TELMO,,baby-futsal-voley-handbol,1 cancha-1 salon-1 biblioteca,COCHABAMBA,311,COCHABAMBA 311,San Telmo,Comuna 1,-58.370020,-34.622919
27,PEDRO ECHAGUE,CLUB DE BARRIO,club_de_barrio,Pedro Echague,UNICA,Portela 840,4637-0843  4612-0117,icdpedroechague@hotmail.com,I. C.D. CLUB PEDRO ECHAGUE,www.icdpedroechague.com,"basquet, futsal, baby, voley, patin, handbol, karate, taekwondo, teatro, gimnasio de musculacion, teatro, coro, iniciacion deportiva, gimnasia acrobatica",3 canchas - 1 salon - gimnasio,PORTELA,840,PORTELA 840,Flores,Comuna 7,-58.468613,-34.641855
48,PENACHO AZUL,CLUB DE BARRIO,club_de_barrio,Penacho Azul,UNICA,Jose P. Tamborini 5658/76,4543-7910 / 4545-5552,,PENACHO AZUL,,"Fútbol infantil, fútbol de competicion, taekwondo, patin artistico, patin de competicion, artes marciales, gimnasia artistica. Actividades culturales.",canchas,"TAMBORINI, JOSE PASCUAL",5658,"TAMBORINI, JOSE PASCUAL 5658",Villa Urquiza,Comuna 12,-58.497796,-34.569441
85,PEÑAROL ARGENTINO,CLUB DE BARRIO,club_de_barrio,Peñarol Argentino,UNICA,Zañartu 1547,4924-2111,,CLUB PEÑAROL ARGENTINO,,"Atletismo, baby, futsal, voley, gimnasia artistica, yoga, gimnasia aerobica, aikido, kundo, taekwondo, patin.",canchas - salones,ZAÑARTU,1547,ZAÑARTU 1547,Parque Chacabuco,Comuna 7,-58.439217,-34.640689
84,PINTITA,CLUB DE BARRIO,club_de_barrio,Pintita,UNICA,Mariano Acosta 2005,4611-1181,,,,"Baby, futsal, patín.",canchas - salon,"ACOSTA, MARIANO",2005,"ACOSTA, MARIANO 2005",Flores,Comuna 7,-58.460524,-34.651552
165,PORTUGUES,CLUB DE BARRIO,club_de_barrio,Portugues,CENTRAL (TIENEN ANEXO EN PROVINCIA),Pedro Goyena 1468,4432-5801,clubportugues@hotmail.com,,,"Acrobacia, tango, yoga, artes marciales, gimnasia.",2 salones,"GOYENA, PEDRO AV.",1468,"GOYENA, PEDRO AV. 1468",Caballito,Comuna 6,-58.447838,-34.627729
100,PREMIER,CLUB DE BARRIO,club_de_barrio,Premier,UNICA,Campichuelo 472,4982-7637,,Club Premier,www.clubpremier.org.ar,"Danza, baby, patin, taekwondo, yoga, voley, aikido, kung-fu, gimnasia artistica, tela y trapecio.",cancha - salones,CAMPICHUELO,472,CAMPICHUELO 472,Caballito,Comuna 6,-58.435204,-34.611906
74,PRO FOMENTO PUEYRREDON,CLUB DE BARRIO,club_de_barrio,Pro Fomento Pueyrredon,UNICA,Bazurco 2922,4571-6950,jpueyrre@yahoo.com.ar,,,"Baby fútbol, voley, basket, patin artistico, taekwondo, gimnasia con aparatos .",canchas - salon,BAZURCO,2922,BAZURCO 2922,Villa Pueyrredon,Comuna 12,-58.507919,-34.581254
125,RAULIES,CLUB DE BARRIO,club_de_barrio,Raulies,UNICA,Raulies 2043,4523-9715,csydraulies@gmail.com,,,Arquería,salon - cancha,RAULIES,2043,RAULIES 2043,Paternal,Comuna 15,-58.477468,-34.599105
113,RESURGIMIENTO,CLUB DE BARRIO,club_de_barrio,Resurgimiento,UNICA,Gral. Artigas 2262,4585-4960,resurgimiento@fibertel.com.ar,CENTRO CULTURAL RESURGIMIENTO,,"Fútbol, gimnasia aeróbica, gimnasia deportiva, artística, circo, acrobacia, artes marciales (taekwondo), salsa, merengue, danza árabe, clásica, jazz, folklore, hip hop, tango, yoga, gimnasia expresiva.  Actividades culturales.",biblioteca - cancha - salon,"ARTIGAS, JOSE GERVASIO, GRAL.",2262,"ARTIGAS, JOSE GERVASIO, GRAL. 2262",Villa Del Parque,Comuna 11,-58.478148,-34.606538
110,RIESTRA,CLUB,club,Riestra,ANEXO,Varela y Ana Maria Janer,4918-0455,mundoriestra@hotmail.com,,www.mundoriestra.com.ar,"yoga, gimnasia, patin, teatro, tango, salsa y merengue y futball",salones - canchas,VARELA AV.,,"VARELA AV. y JANER, ANA MARIA",Villa Soldati,Comuna 8,-58.441633,-34.652929
109,RIESTRA,CLUB,club,Riestra,CENTRAL,Del Bañado 2353/59,4918-0455,mundoriestra@hotmail.com,,www.mundoriestra.com.ar,"Yoga, gimnasia, patin, tango, salsa y merengue. Fútbol. Actividades culturales.",salones - canchas,DEL BAÑADO,2353,DEL BAÑADO 2353,Nueva Pompeya,Comuna 4,-58.427842,-34.644222
101,RIO DE LA PLATA,CLUB DE BARRIO,club_de_barrio,Rio De La Plata,UNICA,Ibera 5257,4546-0380,clubriodelaplata@fibertel.com.ar,,,"Fútbol infantil, voley, taekwondo, patin, tenis de mesa, musculacion, yoga, danzas, boxeo.",cancha - salones,IBERA,5257,IBERA 5257,Villa Urquiza,Comuna 12,-58.492510,-34.567993
61,SABER,CLUB DE BARRIO,club_de_barrio,Saber,UNICA,Llerena 2725/27,4521-8146,,,,"Baby fútbol, patin, voley, gimnasia, artes marciales, tango, gimnasia deportiva, danza, ajedrez. Actividades culturales.",cancha - salon,LLERENA,2725,LLERENA 2725,Parque Chas,Comuna 15,-58.476411,-34.586595
304,sacachispa,CLUB DE BARRIO,club_de_barrio,,moron,1577,1561870920,mail@gmail.com,@museodelcineba,http://www.guiaoleo.com.ar/restaurantes/Sarkis-48,,,las tunas,11122,LAS TUNAS 11122,Liniers,Comuna 9,-58.521601,-34.639639
71,SANTA LUCIA,CLUB DE BARRIO,club_de_barrio,Santa Lucia,UNICA,Montes de Oca 1517,4301-0996  3529-7776,,,,"Escuelas deportivas de danza, boxeo, patín artístico fútbol y handbol y karate.",gimnasio - cancha - salon,"MONTES DE OCA, MANUEL AV.",1517,"MONTES DE OCA, MANUEL AV. 1517",Barracas,Comuna 4,-58.373485,-34.644930
30,SAN TELMO,CLUB,club,San Telmo,ANEXO GIMNASIO CENTENARIO,Peru 1360,4-300-8965 / 4-300-8902,soydetelmo@hotmail.com,Club Atletico San Telmo,www.soydetelmo.com.ar,"Fútbol profesional, Handball federado damas y caballeros, Hockey federado damas y caballeros, Boxeo federado, Patín artístico, Escuela de fútbol, Fútbol femenino, Gimnasia para adultos. Clases de tango. Actividades culturales.",,PERU,1360,PERU 1360,San Telmo,Comuna 1,-58.374020,-34.623895
29,SAN TELMO,CLUB,club,San Telmo,ANEXO FUTBOL INFANTIL,Cochabamba 657,4-300-8965 / 4-300-8902,soydetelmo@hotmail.com,Club Atletico San Telmo,www.soydetelmo.com.ar,"Fútbol profesional, Handball federado damas y caballeros, Hockey federado damas y caballeros, Boxeo federado, Patín artístico, Escuela de fútbol, Fútbol femenino, Gimnasia para adultos. Clases de tango. Actividades culturales.",,COCHABAMBA,657,COCHABAMBA 657,San Telmo,Comuna 1,-58.374877,-34.623285
28,SAN TELMO,CLUB,club,San Telmo,CENTRAL,Peru 1362,4-300-8965 / 4-300-8902,soydetelmo@hotmail.com,Club Atletico San Telmo,www.soydetelmo.com.ar,"Fútbol profesional, Handball federado damas y caballeros, Hockey federado damas y caballeros, Boxeo federado, Patín artístico, Escuela de fútbol, Fútbol femenino, Gimnasia para adultos. Clases de tango. Actividades culturales.",,PERU,1362,PERU 1362,San Telmo,Comuna 1,-58.374010,-34.624025
5,SAN TELMO,CLUB,club,San Telmo,ANEXO POLIDEPORTIVO CENTENARIO,Bolivar 1257,4-300-8965 / 4-300-8902,soydetelmo@hotmail.com,Club Atletico San Telmo,www.soydetelmo.com.ar,"Fútbol profesional, Handball federado damas y caballeros, Hockey federado damas y caballeros, Boxeo federado, Patín artístico, Escuela de fútbol, Fútbol femenino, Gimnasia para adultos. Clases de tango. Actividades culturales.",,BOLIVAR,1257,BOLIVAR 1257,San Telmo,Comuna 1,-58.372810,-34.622513
41,SANTIAGO DE LINIERS,CLUB DE BARRIO,club_de_barrio,Santiago De Liniers,UNICA,Caaguazú 6131/51,4641-2839,,,www.santiagodeliniers.com.ar,"Fútbol, Patín artístico, Taekwondo, Gimnasia artística y Netball. Colonia de vacaciones.",canchas - salon - natatorio,CAAGUAZU,6131,CAAGUAZU 6131,Liniers,Comuna 9,-58.514711,-34.643460
251,SOCIAL CULTURAL Y DEPORTIVO FRIULANA,CLUB DE BARRIO,club_de_barrio,Social Cultural Y Deportivo Friulana,,Navarro 3974,4501-0764,friulana@fibertel.com.ar,,,"gimnasia, yoga, taekwondo, bochas, ajedrez, tango",salon - gimnasio cancha de bochas - biblioteca,NAVARRO,3974,NAVARRO 3974,Villa Devoto,Comuna 11,-58.508583,-34.602720
82,SOCIAL HABANA,CLUB DE BARRIO,club_de_barrio,Social Habana,UNICA,Av. Lastra 4175,450-41065,,,,"gimnasia deportiva, artes marciales, ajedrez, danza arabe, yoga, folklore.",salon,LASTRA AV.,4175,LASTRA AV. 4175,Villa Devoto,Comuna 11,-58.523599,-34.605822
19,SOCIAL Y DEPORTIVO VILLA MODELO,CLUB DE BARRIO,club_de_barrio,Social Y Deportivo Villa Modelo,UNICA,Arizmendi 2686,,,,,gimnasia ritmica - ajedrez - acrobacia - yoga - gimnasia para adultos,salones,ARISMENDI,2686,ARISMENDI 2686,Parque Chas,Comuna 15,-58.476851,-34.584908
4,SOCIEDAD HEBRAICA ARGENTINA,CLUB,club,Sociedad Hebraica Argentina,CENTRAL CABA Y SEDE PILAR,Sarmiento 2233,4952-5887    4953-4117/2914    4952-5880,hebraica@hebraica.org.ar,SOCIEDAD HEBRAICA ARGENTINA - PAGINA OFICIAL,www.hebraica.org.ar,"Futsal, basket, voley, judo, karate, ajedrez, fútbol 11, hockey, rugby, tenis de mesa, gimnasia, natacion, pesas, tenis, golf,voley femenino,fútbol femenino.",canchas - salones - natatorio - gimnasios,SARMIENTO,2233,SARMIENTO 2233,Balvanera,Comuna 3,-58.398611,-34.606002
124,SPORTING SOCIAL CLUB,CLUB DE BARRIO,club_de_barrio,Sporting Social Club,UNICA,Heredia 1253,4551-9079,,CLUB SPORTING VILLA ORTUZAR,,"Patin, gimnasia deportiva, taekwondo, tango, yoga, baile para chicos, salsa, fútbol.",salones - cancha,HEREDIA,1253,HEREDIA 1253,Villa Ortuzar,Comuna 15,-58.463186,-34.578972
44,STENTOR,CLUB DE BARRIO,club_de_barrio,Stentor,UNICA,Sarachaga 5634,4683-5712,clubstentor@yahoo.com.ar,,,"Fútbol infantil (FAFI) de 4 a 13 años, Futsal (de 14 años en adelante), Liga Metropolitana, Futsal Señor (para mayores de 35 años), Gimnasia, boxeo, Kick Boxing, Localizada,Yoga, Body Pump, Defensa personal, Kungfu, taekwondo, sanda y merengue.",cancha - salon,SARACHAGA,5634,SARACHAGA 5634,Villa Luro,Comuna 10,-58.504673,-34.634569
108,SUNDERLAND CLUB,CLUB DE BARRIO,club_de_barrio,Sunderland Club,UNICA,Lugones 3161,4544-1649 / 4541-9776,,,,"Fútbol, Basquet, Patín y Taekwondo. Clases de tango, salsa y bachata.",canchas - salon,LUGONES,3161,LUGONES 3161,Villa Urquiza,Comuna 12,-58.484998,-34.564929
17,TELEGRAFO Y CRISOL UNIDOS,CLUB DE BARRIO,club_de_barrio,Telegrafo Y Crisol Unidos,UNICA,Zarasa 951/953/957,4925-5830,,,,baby fútbol - patin - karate - taekwondo - kick boxing - tenis de mesa - gimnasia aerobica - tango - arqueria,1 cancha - 3 salones,SARAZA,951,SARAZA 951,Parque Chacabuco,Comuna 7,-58.431299,-34.637963
12,TENIS CLUB ARGENTINO,CLUB,club,Tenis Club Argentino,SEDE PALERMO - TIENEN OTRA SEDE EN OLIVOS,"Valentin Alsina 4375, y Belisario Roldán, detrás del planetario",4772-1744/4507/9769,secretaria@tenisclubargentino.com,,www.tenisclubargentino.com/,tenis,3 salones - cancha de fútbol - 21 canchas de tenis,"ALSINA, VALENTIN AV.",,"ALSINA, VALENTIN AV. y ROLDAN, BELISARIO AV.",Palermo,Comuna 14,-58.412833,-34.569176
303,test,CLUB,club,,moron,1577,1561870920,mail@gmail.com,@museodelcineba,http://www.guiaole.com.ar/restaurantes/Sarkis-48,,,las tunas,11122,LAS TUNAS 11122,Liniers,Comuna 9,-58.521601,-34.639639
63,"TIERRA, TECHO Y TRABAJO",CLUB DE BARRIO,club_de_barrio,"Tierra, Techo Y Trabajo",UNICA,Jorge Newbery 4870,4855-1531,,,,"Voley, baby, gimnasia, patin, artes marciales, tango, folklore, boxeo.",biblioteca - cancha - salones,"NEWBERY, JORGE AV.",4870,"NEWBERY, JORGE AV. 4870",Chacarita,Comuna 15,-58.458506,-34.596047
268,TIRO FEDERAL ARGENTINO,CLUB,club,Tiro Federal Argentino,,Av. Del Libertador 6935,4782-4000 Fax: 4782-4404,info@tfaba.com.ar,,www.tfaba.com.ar,"tiro, tenis, bowling, fútbol, hip hop, musculación, gimnasio, gimnasia, tango, circuito aeróbico dirigido",canchas de tenis - natatorio,DEL LIBERTADOR AV.,6935,DEL LIBERTADOR AV. 6935,Nuñez,Comuna 13,-58.455283,-34.548438
